1.726525455271921736e-06,1.005279582261371596e+00,2.678643553897171348e+00,4.000000000000000000e+00
6.013221601061442274e-06,1.867702569261689982e+00,1.378302487510866037e+00,4.000000000000000000e+00
1.169409384820206744e-05,1.006688454708387415e+00,1.037984254085653646e+00,4.000000000000000000e+00
8.829098235637155147e-05,1.204263143411202108e+00,1.359592970976299720e+00,4.000000000000000000e+00
1.947520934338281359e-07,1.130069454692254993e+01,4.132512114131411174e+00,4.000000000000000000e+00
5.404681506746566942e-06,1.775066758929366273e+00,7.097812746203111089e+00,4.000000000000000000e+00
1.196953703151899921e-06,1.234610172795785443e+00,4.826484819739527588e+00,4.000000000000000000e+00
1.248715500995429380e-05,1.689500105572243838e+00,1.574753177044268204e+00,4.000000000000000000e+00
7.166419048972477010e-06,1.170923976745690931e+00,2.656821639371023558e+00,4.000000000000000000e+00
6.067251493588573158e-06,1.000229544468591580e+00,2.786885202368252656e+00,4.000000000000000000e+00
2.233375139324222402e-05,1.046715998031923611e+00,1.121922120425346669e+00,4.000000000000000000e+00
5.488216216214895975e-09,1.000881455018675315e+00,2.300456697061218563e+02,4.000000000000000000e+00
9.202253058933880869e-07,1.000019926869049947e+00,3.403464078430271655e+00,4.000000000000000000e+00
4.683561326171465934e-05,1.712757867359376185e+00,1.051321053058148047e+00,4.000000000000000000e+00
3.203249953337657331e-06,1.041434739225651551e+00,2.726854614398491705e+01,4.000000000000000000e+00
